variety,word,decision,register,gloss,gloss_source,note,decided_by,decided_at
nl,kien,keep,,"slim, handig",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kift,keep,,afgunst,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kiften,keep,,kibbelen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kippig,keep,,bijziend,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kissebissen,keep,,kibbelen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,klaar-over,keep,,verkeersbrigadier (kind),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,klamboe,keep,,muskietennet,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kledder,keep,,klodder,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,klessebes,keep,,kletskous,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,klessebessen,keep,,kletsen,claude-opus-5 (accepted by author),,author,2026-09-21T17:36:04+00:00
nl,kliko,keep,,rolcontainer voor afval,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kloffie,keep,,"oude, gemakkelijke kleren",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,klunen,keep,,op schaatsen over land lopen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,knaak,keep,,rijksdaalder (vroeger),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,knijpkat,keep,,zaklamp met knijphendel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kno-arts,keep,,"keel-, neus- en oorarts",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,knoeperd,keep,,"kanjer, joekel",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,knurft,keep,,"sukkel, onbenul",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,koefnoen,keep,,onder koefnoen: in het geheim,claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,koffieleut,keep,,koffieliefhebber,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kontgat,keep,,aars,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kontzak,keep,,achterzak,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:56+00:00
nl,koog,keep,,polder (in Noord-Holland),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kopschuw,keep,standard,schichtig,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:03+00:00
nl,korenwolf,keep,,wilde hamster,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,krentenmik,keep,,krentenbrood,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kroelen,keep,,knuffelen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kruizen,keep,,"rondvaren, kruisen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kukelen,keep,,"vallen, tuimelen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,kuub,keep,,kubieke meter,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,latertje,keep,,dat wordt een latertje: dat wordt laat,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:50+00:00
nl,lawaaiig,keep,,lawaaierig,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,leges,keep,,administratiekosten (gemeente),claude-opus-5 (accepted by author),,author,2026-09-21T17:38:49+00:00
nl,lesuitval,keep,standard,lessen die niet doorgaan,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:52+00:00
nl,leverantie,keep,,levering,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,liegbeest,keep,standard,leugenaar,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:00+00:00
nl,liflafje,keep,,flauw gerechtje,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,lijnbaan,keep,,touwslagerij,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,lijp,keep,standard,"gek, dom",claude-opus-5 (accepted by author),,author,2026-09-21T17:36:13+00:00
nl,lijzijde,keep,,kant uit de wind,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,likmevestje,keep,,van likmevestje: prutswerk,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,lobbes,keep,standard,goedzak,claude-opus-5 (accepted by author),,author,2026-09-21T17:37:40+00:00
nl,lombok,keep,,rode peper,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,lubberen,keep,,"slobberen, wijd zitten (kleding)",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,makken,reject_obsolete,,gebreken; moeilijkheden,gemini (chosen by author),nl_reviewer: te oud/verouderd,nl_reviewer,2026-09-21T18:06:41+00:00
nl,malieveld,keep,,grasveld in Den Haag (demonstratieplek),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,mamma,keep,,mama,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,manco,keep,,"tekortkoming, gebrek",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,marmoleum,keep,,linoleum (vloerbedekking),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,marskramer,keep,,rondtrekkende venter,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,matsen,keep,standard,bevoordelen; matsen,gemini (chosen by author),,author,2026-09-21T17:55:50+00:00
nl,mauwen,keep,,miauwen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,mavo,keep,,middelbaar algemeen voortgezet onderwijs (vroeger),claude-opus-5 (accepted by author),,author,2026-09-21T17:38:51+00:00
nl,mbo,keep,,middelbaar beroepsonderwijs,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,meewegen,keep,,mee in rekening brengen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,memoreren,keep,,"in herinnering brengen, vermelden",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:14+00:00
nl,mentrix,keep,,vrouwelijke mentor,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,mesjokke,keep,,gek,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,metworst,keep,,droge worst van varkensvlees,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,meuk,keep,,"rommel, spullen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,meuren,keep,,slapen; stinken,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,miepen,keep,,"zeuren, klagen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,mieteren,keep,,"smijten, gooien",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,mihoen,keep,,dunne rijstnoedels,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,minkukel,keep,,"sukkel, onbenul",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,misstand,keep,,wantoestand,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,mitella,keep,standard,draagdoek voor een arm,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:45+00:00
nl,moerstaal,keep,,moedertaal,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,moetje,keep,,gedwongen huwelijk (door zwangerschap),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,moorkop,keep,,gebakje met chocolade en slagroom,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:27+00:00
nl,multomap,keep,,ringmap met veel ringen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,nasibal,keep,standard,gefrituurde bal met nasi,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:34+00:00
nl,nederwiet,keep,,in Nederland gekweekte wiet,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,neppen,keep,,"oplichten, bedriegen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,nepper,keep,,oplichter,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,neuzelaar,keep,,"zeurkous, muggenzifter",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:42+00:00
nl,noga,keep,,nougat,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,noren,keep,,noren (schaatsen),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,occasion,keep,,tweedehandsauto,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,omkukelen,keep,,omvallen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,onbalans,keep,,gebrek aan evenwicht,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,onderop,keep,,onderaan,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,onthand,keep,,"zonder hulp(middel), gehandicapt door gemis",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,opgaaf,keep,,opgave,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,oplazer,keep,,"klap, dreun",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,oplezen,keep,,voorlezen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,opoe,keep,,oma,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,oprekking,keep,,"oprekking, verruiming (van regels)",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:43+00:00
nl,ordner,keep,,"ordner, map",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,orthopeed,keep,,orthopedisch chirurg,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,overpad,keep,,recht van overpad,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,overvoerd,keep,,"overladen, te veel voorgeschoteld",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,pabo,keep,,pedagogische academie basisonderwijs (lerarenopleiding),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,paddo,keep,,paddenstoel met hallucinogene werking,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:40+00:00
nl,pakkie-an,keep,,dat is niet mijn pakkie-an: niet mijn taak,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,paksoi,keep,,Chinese kool,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,pappa,keep,,papa,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:20+00:00
nl,pfeiffer,keep,,ziekte van Pfeiffer (klierkoorts),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,pielen,keep,,"prutsen, klooien",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,piepelen,keep,,"pesten, treiteren",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,pies,keep,,"plas, urine",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,piesbak,keep,standard,urinoir,claude-opus-5 (accepted by author),,author,2026-09-21T17:37:43+00:00
nl,piesen,keep,,plassen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,piespot,keep,,po,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,pilotfase,keep,,proeffase,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,pilsener,keep,,pils,claude-opus-5 (accepted by author),,author,2026-09-21T17:39:01+00:00
nl,pislink,keep,,woedend,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,plaggen,keep,,graszoden,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,pleerol,keep,,wc-rol,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,plofkip,keep,standard,"goedkope, snel vetgemeste kip",claude-opus-5 (accepted by author),,author,2026-09-21T17:35:55+00:00
nl,po,keep,,nachtpot,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,poedelen,keep,,"plassen, plonzen (in water)",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,poepdoos,keep,,bangerik,claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,poeperd,keep,,achterwerk,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,poli,keep,,polikliniek,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,popiejopie,keep,,"verwaand, bekakt",claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,poppodia,keep,,zalen voor popconcerten,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:58+00:00
nl,porem,keep,standard,"gezicht, smoel",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:01+00:00
nl,portofoon,keep,standard,"draagbare radiozender, walkietalkie",claude-opus-5 (accepted by author),,author,2026-09-21T17:37:46+00:00
nl,porum,keep,,"gezicht, smoel",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,poulet,keep,,kleingesneden soepvlees,gemini (chosen by author),,author,2026-09-21T17:55:51+00:00
nl,priegelen,keep,,"fijn, precies werk doen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,priegelig,keep,,klein en precies (werk),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,prikkie,keep,,koopje,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,propedeuse,keep,,eerste jaar van een hbo- of universitaire opleiding,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,puinzooi,keep,,"rommel, chaos",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,punniken,keep,,draadjes breien met een klosje,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,puzzelrit,keep,standard,autotocht met opdrachten,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:09+00:00
nl,raggen,keep,standard,sex,author,,author,2026-09-21T17:37:38+00:00
nl,ranja,keep,,siroop van sinaasappel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,ratjetoe,keep,,allegaartje,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:05+00:00
nl,recalcitrant,keep,standard,weerspannig,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:43+00:00
nl,recalcitrantie,keep,,weerspannigheid,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,redenatie,keep,,redenering,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,regelneef,keep,,iemand die alles wil regelen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,rellerig,keep,,"onrustig, geneigd tot rellen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,relnicht,keep,,"opvallende, drukke homo",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,riblap,keep,,runderlap van de ribben,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,riedel,keep,,deuntje; reeks,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,rompertje,keep,,babypakje,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,rondbanjeren,keep,,"rondlopen, rondstappen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,rondte,keep,,ronde vorm; omtrek van iets,nl_reviewer,,nl_reviewer,2026-09-21T18:06:41+00:00
nl,roti,keep,,Surinaams gerecht (plat brood met curry),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,rouwdouwer,keep,,"ruwe speler, bruut",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,royement,keep,,uitsluiting als lid,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,royering,keep,,uitsluiting als lid,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,ruften,keep,,scheten laten,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:25+00:00
nl,rul,keep,,"los, niet vast (zand)",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,rumboon,keep,,bonbon met rum,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,ruste,keep,,ter ruste gaan: gaan slapen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,saamhorigheid,keep,,verbondenheid,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,saampjes,keep,,"samen, met z'n tweeën",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,salmiak,keep,,zoute drop,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,samsam,keep,,"samsam doen: delen, gelijk oversteken",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,schillenboer,keep,,opkoper van etensresten (vroeger),claude-opus-5 (accepted by author),,author,2026-09-21T17:38:37+00:00
nl,scholiere,keep,,leerlinge,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,schuifpui,keep,,glazen schuifdeur,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,scootmobiel,keep,standard,elektrisch voertuig voor mindervaliden,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:56+00:00
nl,sealen,keep,,"sealen, verzegelen met folie",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,shag,keep,,zware tabak om te rollen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,shaggie,keep,,zelfgerolde sigaret,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,shagje,keep,,zelfgerolde sigaret,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,shawl,keep,,sjaal,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,shovel,keep,,laadschop (bouwmachine),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,sikkeneur,keep,,zeurpiet,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,sikkeneurig,keep,,zeurderig,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,sinas,keep,,sinaasappellimonade,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,sjans,keep,,belangstelling (van het andere geslacht),claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,sjansen,keep,,flirten,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,sjoel,keep,,synagoge; sjoelbak,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,skelter,keep,,kart,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,skelteren,keep,,karten,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,skippybal,keep,,springbal,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,slijmjurk,keep,,slijmbal,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,slijptol,keep,,haakse slijper,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:33+00:00
nl,sliptong,keep,,kleine tong (vis),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,smeerkees,keep,,viezerik,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,smiecht,keep,,"schurk, smeerlap",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:48+00:00
nl,snaaien,keep,,"snoepen, grijpen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,snijkoek,keep,,ontbijtkoek (voor snijden),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,snikkel,keep,,penis (plat),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,snotlap,keep,,zakdoek,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,snufferd,keep,,"neus, gezicht",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,sodeju,keep,,verdorie,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,soebatten,keep,standard,smeken,claude-opus-5 (accepted by author),,author,2026-09-21T17:34:41+00:00
nl,somberen,keep,,"somber zijn, piekeren",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,soos,keep,,"sociëteit, clubhuis",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,sores,keep,,"zorgen, narigheid",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,spekkie,keep,,snoepje van schuim (marshmallow),claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,spitzen,keep,,spitzen (balletschoenen),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,spoorboom,keep,standard,slagboom (bij overweg),claude-opus-5 (accepted by author),,author,2026-09-21T17:34:35+00:00
nl,sprits,keep,standard,zandkoekje,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:06+00:00
nl,spuitpoep,keep,,diarree,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,staalpil,keep,standard,ijzerpil,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:54+00:00
nl,stampij,keep,,"herrie, ophef",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,stavast,keep,,"onverzettelijk, flink en betrouwbaar (persoon)",nl_reviewer,,nl_reviewer,2026-09-21T18:06:41+00:00
nl,steggelen,keep,,kibbelen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,stempas,keep,,stempas (oproep om te stemmen),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,stennis,keep,,"herrie, ophef",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,stumper,keep,,stakker,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,sudderlap,keep,,runderlap om te sudderen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,sukade,keep,,gekonfijte schil van citrusvruchten,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:44+00:00
nl,taaitaai,keep,,koek met anijs (Sinterklaas),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tabee,keep,,"dag, doei",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tapperij,keep,,kroeg,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tappunt,keep,,plek waar je water of bier uit een leiding tapt,nl_reviewer,,nl_reviewer,2026-09-21T18:06:41+00:00
nl,taugé,keep,,sojascheuten,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,taveerne,keep,,"kroeg, herberg",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,taxateur,keep,,schatter (van waarde),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tbs,keep,,terbeschikkingstelling (strafmaatregel),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,terp,keep,,verhoging voor huis (tegen overstroming),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,thee-ei,keep,,theezeefje (bol),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,theeleut,keep,,theeliefhebber,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tijgeren,keep,,voortkruipen op ellebogen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tjaptjoi,keep,,groentegerecht (Chinees-Indisch),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,toepen,keep,,kaartspel (toepen),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,toerbeurt,keep,,beurtrol,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,toerusten,keep,,"uitrusten, voorbereiden",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,toko,keep,,Indonesische/Aziatische winkel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,topzwaar,keep,,bovenmatig zwaar van boven; fig.: te veel leiding,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tranentrekker,keep,,sentimentele film,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,traproede,keep,,staaf om traploper vast te houden,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,trapveld,keep,,voetbalveldje,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,trekzalf,keep,,zalf die ontstekingen uittrekt,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,trimbaan,keep,,fitnessparcours in het bos,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,trimloop,keep,,recreatieve hardloopwedstrijd,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tuinderij,keep,,groentekwekerij,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tukker,keep,,Twentenaar,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tussenuur,keep,,tussenuur,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,tweepits,keep,,tweepitskookplaat,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,twintigje,keep,,briefje van twintig,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,uiterwaard,keep,,uiterwaard (land tussen dijk en rivier),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,uithof,keep,,universiteitscampus (Utrecht),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,uitventen,keep,,"uitventen, rondbrengen",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,uitwonen,keep,,verwaarlozen van een woning,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,uppie,keep,,in je uppie: alleen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,ventweg,keep,,parallelweg,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,veralgemeniseren,keep,,veralgemenen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,verbruid,keep,,verknoeid,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,verbruien,keep,,verknoeien,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,verdikkie,keep,,verdorie,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,verharen,keep,standard,verharen (haar verliezen),claude-opus-5 (accepted by author),,author,2026-09-21T17:35:41+00:00
nl,verliggen,keep,,even anders gaan liggen; bederven door te lang te liggen,nl_reviewer,,nl_reviewer,2026-09-21T18:06:41+00:00
nl,vermissen,keep,,missen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,vermissing,keep,,het vermist zijn,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,vernachelen,keep,,"beetnemen, bedriegen",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:36+00:00
nl,verregenen,keep,,door regen bedorven worden,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,versloffen,keep,,verwaarlozen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,vertillen,keep,,zich vertillen: zich verrekken bij tillen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,verwassen,keep,,door wassen verkleurd,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,viezig,keep,,een beetje vies,claude-opus-5 (accepted by author),,author,2026-09-21T17:39:02+00:00
nl,visafslag,keep,standard,vismijn,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:13+00:00
nl,visakte,keep,,visvergunning,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:12+00:00
nl,vlaflip,keep,,toetje van vla en yoghurt met siroop,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,vlonder,keep,,houten plankier,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,vmbo,keep,,voorbereidend middelbaar beroepsonderwijs,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,voorpui,keep,,voorgevel,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,vuilstort,keep,,stortplaats,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,vurenhout,keep,standard,vurenhout (sparrenhout),claude-opus-5 (accepted by author),,author,2026-09-21T17:37:45+00:00
nl,vut,keep,,vervroegde uittreding,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,vwo,keep,,voorbereidend wetenschappelijk onderwijs,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,vwo'er,keep,,leerling van het vwo,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
